transcirc_id	circ_strand	circ_chrom	tis_coordinate_hg38	tis_position_in_circrna
TC-hsa-EIF4G2_0076	-	chr11	10805980	261
TC-hsa-EIF4G2_0076	-	chr11	10806009	232
TC-hsa-EIF4G2_0076	-	chr11	10807296	86
TC-hsa-EIF4G2_0076	-	chr11	10807319	63
TC-hsa-EIF4G2_0078	-	chr11	10805980	68
TC-hsa-EIF4G2_0078	-	chr11	10806009	39
TC-hsa-EIF4G2_0080	-	chr11	10805980	199
TC-hsa-EIF4G2_0080	-	chr11	10806009	170
TC-hsa-EIF4G2_0080	-	chr11	10807296	24
TC-hsa-EIF4G2_0080	-	chr11	10807319	1
TC-hsa-EIF4G2_0081	-	chr11	10805980	261
TC-hsa-EIF4G2_0081	-	chr11	10806009	232
TC-hsa-EIF4G2_0081	-	chr11	10807296	86
TC-hsa-EIF4G2_0081	-	chr11	10807319	63
TC-hsa-RPS13_0001	-	chr11	17075600	103
TC-hsa-IPO7_0005	+	chr11	9403326	37
TC-hsa-IPO7_0004	+	chr11	9403326	37
TC-hsa-IPO7_0006	+	chr11	9403326	37
TC-hsa-IPO7_0007	+	chr11	9403326	37
TC-hsa-HPS5_0050	-	chr11	18311998	27
TC-hsa-HPS5_0048	-	chr11	18311998	27
TC-hsa-EIF4G2_0066	-	chr11	10805980	261
TC-hsa-EIF4G2_0066	-	chr11	10806009	232
TC-hsa-EIF4G2_0066	-	chr11	10807296	86
TC-hsa-EIF4G2_0066	-	chr11	10807319	63
TC-hsa-HPS5_0016	-	chr11	18311998	27
TC-hsa-HPS5_0046	-	chr11	18311998	27
TC-hsa-IPO7_0001	+	chr11	9403326	37
TC-hsa-IPO7_0003	+	chr11	9403326	37
TC-hsa-CSTF3_0044	-	chr11	33161363	26
TC-hsa-CSTF3_0044	-	chr11	33161384	5
TC-hsa-CSTF3_0048	-	chr11	33161363	7
TC-hsa-KIF18A_0042	-	chr11	28097947	47
TC-hsa-KIF18A_0045	-	chr11	28097947	47
TC-hsa-KIF18A_0047	-	chr11	28097947	124
TC-hsa-KIF18A_0048	-	chr11	28097947	47
TC-hsa-KIF18A_0049	-	chr11	28097947	47
TC-hsa-NAT10_0001	+	chr11	34108226	16
TC-hsa-NAT10_0002	+	chr11	34108226	16
TC-hsa-NAT10_0003	+	chr11	34108226	16
TC-hsa-NAT10_0005	+	chr11	34108226	16
TC-hsa-CAT_0001	+	chr11	34439014	58
TC-hsa-ARHGAP1_0008	-	chr11	46696107	50
TC-hsa-ARHGAP1_0009	-	chr11	46696107	50
TC-hsa-CD59_0008	-	chr11	33722445	19
TC-hsa-CD59_0007	-	chr11	33722445	19
TC-hsa-CAPRIN1_0001	+	chr11	34052421	1
TC-hsa-CKAP5_0053	-	chr11	46821231	38
TC-hsa-NAT10_0004	+	chr11	34108226	16
TC-hsa-NAT10_0006	+	chr11	34108226	16
TC-hsa-NAT10_0007	+	chr11	34108226	16
TC-hsa-NAT10_0008	+	chr11	34108226	16
TC-hsa-NAT10_0009	+	chr11	34108226	16
TC-hsa-CD44_0001	+	chr11	35139304	134
TC-hsa-CSTF3_0027	-	chr11	33161363	7
TC-hsa-CSTF3_0049	-	chr11	33161363	26
TC-hsa-CSTF3_0049	-	chr11	33161384	5
TC-hsa-CKAP5_0073	-	chr11	46821231	38
TC-hsa-CKAP5_0091	-	chr11	46821231	38
TC-hsa-CKAP5_0099	-	chr11	46821231	38
TC-hsa-CKAP5_0102	-	chr11	46821231	38
TC-hsa-CKAP5_0105	-	chr11	46821231	38
TC-hsa-CKAP5_0107	-	chr11	46821231	38
TC-hsa-CKAP5_0113	-	chr11	46821231	18
TC-hsa-CKAP5_0114	-	chr11	46821231	38
TC-hsa-CKAP5_0120	-	chr11	46821231	38
TC-hsa-CKAP5_0124	-	chr11	46821231	18
TC-hsa-CAPRIN1_0002	+	chr11	34052421	1
TC-hsa-CAPRIN1_0003	+	chr11	34052421	1
TC-hsa-ARL14EP_0004	+	chr11	30330898	13
TC-hsa-CKAP5_0125	-	chr11	46821231	38
TC-hsa-CKAP5_0126	-	chr11	46821231	38
TC-hsa-TRAF6_0006	-	chr11	36501515	23
TC-hsa-TRAF6_0007	-	chr11	36501515	23
TC-hsa-CSTF3_0042	-	chr11	33161363	7
TC-hsa-NAT10_0010	+	chr11	34108226	16
TC-hsa-KIF18A_0038	-	chr11	28097947	47
TC-hsa-CPSF7_0009	-	chr11	61421568	150
TC-hsa-CPSF7_0009	-	chr11	61429235	56
TC-hsa-CPSF7_0011	-	chr11	61421568	41
TC-hsa-CPSF7_0013	-	chr11	61421568	41
TC-hsa-CPSF7_0014	-	chr11	61421568	150
TC-hsa-CPSF7_0014	-	chr11	61429235	56
TC-hsa-CELF1_0009	-	chr11	47489014	11
TC-hsa-CELF1_0010	-	chr11	47489014	11
TC-hsa-CELF1_0013	-	chr11	47489014	11
TC-hsa-CELF1_0019	-	chr11	47489014	11
TC-hsa-CELF1_0023	-	chr11	47489014	11
TC-hsa-CELF1_0024	-	chr11	47489014	11
TC-hsa-CELF1_0027	-	chr11	47489014	11
TC-hsa-CELF1_0029	-	chr11	47489014	11
TC-hsa-CELF1_0030	-	chr11	47489014	11
TC-hsa-CELF1_0035	-	chr11	47489014	11
TC-hsa-CELF1_0039	-	chr11	47489014	11
TC-hsa-TRAF6_0003	-	chr11	36501515	23
TC-hsa-CELF1_0025	-	chr11	47489014	11
TC-hsa-CELF1_0028	-	chr11	47489014	11
TC-hsa-CELF1_0031	-	chr11	47489014	11
TC-hsa-CELF1_0036	-	chr11	47489014	11
TC-hsa-CELF1_0038	-	chr11	47489014	11
TC-hsa-CELF1_0040	-	chr11	47489014	11
TC-hsa-CELF1_0043	-	chr11	47489014	11
TC-hsa-CELF1_0045	-	chr11	47489014	11
TC-hsa-ARL14EP_0001	+	chr11	30330898	13
TC-hsa-ARL14EP_0002	+	chr11	30330898	13
TC-hsa-ARL14EP_0003	+	chr11	30330898	13
TC-hsa-CSTF3_0021	-	chr11	33161363	103
TC-hsa-CSTF3_0021	-	chr11	33161384	82
TC-hsa-CSTF3_0043	-	chr11	33161363	7
TC-hsa-PAX6_0006	-	chr11	31811005	11
TC-hsa-PAX6_0007	-	chr11	31811005	11
TC-hsa-PAX6_0008	-	chr11	31811005	11
TC-hsa-EEF1G_0002	-	chr11	62560372	40
TC-hsa-EEF1G_0004	-	chr11	62571879	110
TC-hsa-EEF1G_0005	-	chr11	62571879	110
TC-hsa-CKAP5_0142	-	chr11	46821231	18
TC-hsa-CKAP5_0144	-	chr11	46821231	38
TC-hsa-CELF1_0055	-	chr11	47489014	11
TC-hsa-TRAF6_0001	-	chr11	36501515	23
TC-hsa-CKAP5_0131	-	chr11	46821231	18
TC-hsa-CKAP5_0132	-	chr11	46821231	38
TC-hsa-CKAP5_0136	-	chr11	46821231	38
TC-hsa-CKAP5_0137	-	chr11	46821231	38
TC-hsa-CKAP5_0139	-	chr11	46821231	38
TC-hsa-CKAP5_0143	-	chr11	46821231	38
TC-hsa-CKAP5_0145	-	chr11	46821231	38
TC-hsa-CKAP5_0146	-	chr11	46821231	38
TC-hsa-CKAP5_0150	-	chr11	46821231	18
TC-hsa-CKAP5_0151	-	chr11	46821231	38
TC-hsa-CKAP5_0152	-	chr11	46821231	38
TC-hsa-CKAP5_0153	-	chr11	46821231	38
TC-hsa-CKAP5_0154	-	chr11	46821231	38
TC-hsa-CKAP5_0155	-	chr11	46821231	38
TC-hsa-CKAP5_0157	-	chr11	46821231	18
TC-hsa-CKAP5_0158	-	chr11	46821231	38
TC-hsa-CKAP5_0159	-	chr11	46821231	38
TC-hsa-CKAP5_0160	-	chr11	46821231	38
TC-hsa-CELF1_0056	-	chr11	47489014	11
TC-hsa-STX5_0003	-	chr11	62831243	20
TC-hsa-CELF1_0034	-	chr11	47489014	11
TC-hsa-DDB2_0001	+	chr11	47215092	20
TC-hsa-DDB2_0001	+	chr11	47215137	65
TC-hsa-CPSF7_0005	-	chr11	61421568	150
TC-hsa-CPSF7_0005	-	chr11	61429235	56
TC-hsa-CPSF7_0010	-	chr11	61421568	41
TC-hsa-CPSF7_0012	-	chr11	61421568	41
TC-hsa-CPSF7_0015	-	chr11	61421568	150
TC-hsa-CPSF7_0015	-	chr11	61429235	56
TC-hsa-ZDHHC5_0001	+	chr11	57672166	146
TC-hsa-ZDHHC5_0001	+	chr11	57672204	184
TC-hsa-SSRP1_0017	-	chr11	57335121	120
TC-hsa-SSRP1_0017	-	chr11	57335231	10
TC-hsa-CELF1_0046	-	chr11	47489014	11
TC-hsa-CELF1_0047	-	chr11	47489014	11
TC-hsa-TTC9C_0002	+	chr11	62728849	27
TC-hsa-HSD17B12_0001	+	chr11	43680828	24
TC-hsa-CELF1_0011	-	chr11	47489014	11
TC-hsa-CELF1_0012	-	chr11	47489014	11
TC-hsa-CELF1_0014	-	chr11	47489014	11
TC-hsa-CELF1_0037	-	chr11	47489014	11
TC-hsa-CELF1_0048	-	chr11	47489014	11
TC-hsa-CELF1_0049	-	chr11	47489014	11
TC-hsa-CELF1_0051	-	chr11	47489014	11
TC-hsa-CELF1_0052	-	chr11	47489014	11
TC-hsa-CELF1_0053	-	chr11	47489014	11
TC-hsa-CELF1_0054	-	chr11	47489014	11
TC-hsa-TTC9C_0001	+	chr11	62728849	268
TC-hsa-TTC9C_0003	+	chr11	62728849	27
TC-hsa-STIP1_0002	+	chr11	64194261	283
TC-hsa-STIP1_0004	+	chr11	64194261	283
TC-hsa-SLC3A2_0008	+	chr11	62881974	2
TC-hsa-PLA2G16_0005	-	chr11	63614100	43
TC-hsa-SF1_0007	-	chr11	64770287	122
TC-hsa-TMEM258_0001	-	chr11	61789899	16
TC-hsa-TMEM258_0002	-	chr11	61789899	133
TC-hsa-ZDHHC5_0002	+	chr11	57672166	146
TC-hsa-ZDHHC5_0002	+	chr11	57672204	184
TC-hsa-STIP1_0001	+	chr11	64194261	283
TC-hsa-STIP1_0003	+	chr11	64194261	283
TC-hsa-STIP1_0006	+	chr11	64194261	217
TC-hsa-SLC3A2_0002	+	chr11	62881024	6
TC-hsa-SLC3A2_0003	+	chr11	62881024	6
TC-hsa-VPS51_0001	+	chr11	65096251	30
TC-hsa-KDM2A_0067	+	chr11	67245252	148
TC-hsa-SF1_0008	-	chr11	64770287	198
TC-hsa-SF1_0013	-	chr11	64770287	327
TC-hsa-PPP6R3_0002	+	chr11	68519550	50
TC-hsa-PPP6R3_0009	+	chr11	68519550	50
TC-hsa-PPP6R3_0028	+	chr11	68519550	50
TC-hsa-SLC3A2_0004	+	chr11	62881024	6
TC-hsa-SLC3A2_0004	+	chr11	62881931	468
TC-hsa-SLC3A2_0004	+	chr11	62881974	511
TC-hsa-SLC3A2_0006	+	chr11	62881931	297
TC-hsa-SLC3A2_0006	+	chr11	62881974	340
TC-hsa-SLC3A2_0007	+	chr11	62881931	31
TC-hsa-SLC3A2_0007	+	chr11	62881974	74
TC-hsa-FAU_0002	-	chr11	65121813	9
TC-hsa-STIP1_0005	+	chr11	64194261	283
TC-hsa-STIP1_0007	+	chr11	64194261	73
TC-hsa-STIP1_0008	+	chr11	64194261	73
TC-hsa-DPP3_0004	+	chr11	66482201	6
TC-hsa-AIP_0001	+	chr11	67483158	4
TC-hsa-GSTP1_0004	+	chr11	67584715	31
TC-hsa-KDM2A_0048	+	chr11	67245252	1320
TC-hsa-KDM2A_0068	+	chr11	67245252	148
TC-hsa-KDM2A_0069	+	chr11	67245252	64
TC-hsa-NUMA1_0038	-	chr11	72035943	33
TC-hsa-NUMA1_0043	-	chr11	72035943	103
TC-hsa-NUMA1_0043	-	chr11	72069885	27
TC-hsa-NUMA1_0044	-	chr11	72035943	33
TC-hsa-NUMA1_0046	-	chr11	72035943	33
TC-hsa-NUMA1_0047	-	chr11	72069885	27
TC-hsa-NUMA1_0049	-	chr11	72069885	27
TC-hsa-SF1_0002	-	chr11	64767715	311
TC-hsa-SF1_0003	-	chr11	64767715	1167
TC-hsa-SF1_0003	-	chr11	64770287	327
TC-hsa-SF1_0011	-	chr11	64770287	198
TC-hsa-PPP6R3_0007	+	chr11	68519550	50
TC-hsa-PPP6R3_0019	+	chr11	68519550	50
TC-hsa-PPP6R3_0021	+	chr11	68519550	50
TC-hsa-PPP6R3_0024	+	chr11	68519550	50
TC-hsa-FAU_0003	-	chr11	65121813	106
TC-hsa-FAU_0003	-	chr11	65122160	27
TC-hsa-CPT1A_0051	-	chr11	68815474	14
TC-hsa-RBM14-RBM4_0001	+	chr11	66616721	92
TC-hsa-MAP3K11_0006	-	chr11	65614055	11
TC-hsa-NUMA1_0040	-	chr11	72035943	33
TC-hsa-NUMA1_0042	-	chr11	72035943	33
TC-hsa-NUMA1_0045	-	chr11	72035943	33
TC-hsa-NUMA1_0048	-	chr11	72069885	27
TC-hsa-PPP6R3_0001	+	chr11	68519550	50
TC-hsa-PPP6R3_0033	+	chr11	68519550	50
TC-hsa-PPP6R3_0011	+	chr11	68519550	50
TC-hsa-PPP6R3_0012	+	chr11	68519550	50
TC-hsa-PPP6R3_0022	+	chr11	68519550	50
TC-hsa-PPP6R3_0025	+	chr11	68519550	50
TC-hsa-PPP6R3_0030	+	chr11	68519550	50
TC-hsa-PPP6R3_0031	+	chr11	68519550	50
TC-hsa-SF1_0001	-	chr11	64767715	962
TC-hsa-SF1_0001	-	chr11	64770287	122
TC-hsa-SF1_0010	-	chr11	64770287	122
TC-hsa-SF1_0014	-	chr11	64770287	327
TC-hsa-CTTN_0005	+	chr11	70405281	17
TC-hsa-CTTN_0011	+	chr11	70405281	17
TC-hsa-DPP3_0002	+	chr11	66482201	6
TC-hsa-PPP6R3_0013	+	chr11	68519550	50
TC-hsa-PPP6R3_0015	+	chr11	68519550	50
TC-hsa-PPP6R3_0018	+	chr11	68519550	50
TC-hsa-PPP6R3_0026	+	chr11	68519550	50
TC-hsa-DPP3_0001	+	chr11	66482201	353
TC-hsa-DPP3_0003	+	chr11	66482201	6
TC-hsa-GSTP1_0003	+	chr11	67584715	52
TC-hsa-GSTP1_0006	+	chr11	67586416	54
TC-hsa-PPP6R3_0020	+	chr11	68519550	50
TC-hsa-PPP6R3_0027	+	chr11	68519550	50
TC-hsa-PPP6R3_0014	+	chr11	68519550	50
TC-hsa-PPP6R3_0016	+	chr11	68519550	50
TC-hsa-PPP6R3_0029	+	chr11	68519550	50
TC-hsa-PPP6R3_0034	+	chr11	68519550	50
TC-hsa-PPP6R3_0036	+	chr11	68519550	50
TC-hsa-PPP6R3_0039	+	chr11	68519550	50
TC-hsa-PPP6R3_0041	+	chr11	68519550	50
TC-hsa-CTTN_0014	+	chr11	70405281	7
TC-hsa-CCND1_0002	+	chr11	69641314	9
TC-hsa-RBM14-RBM4_0002	+	chr11	66616721	18
TC-hsa-PPP6R3_0004	+	chr11	68519550	50
TC-hsa-PPP6R3_0003	+	chr11	68519550	50
TC-hsa-PPP6R3_0005	+	chr11	68519550	50
TC-hsa-PPP6R3_0006	+	chr11	68519550	50
TC-hsa-PPP6R3_0008	+	chr11	68519550	50
TC-hsa-PPP6R3_0010	+	chr11	68519550	50
TC-hsa-CTTN_0002	+	chr11	70405281	17
TC-hsa-CTTN_0004	+	chr11	70405281	17
TC-hsa-CTTN_0007	+	chr11	70405281	17
TC-hsa-CTTN_0009	+	chr11	70405281	17
TC-hsa-CCND1_0001	+	chr11	69641314	99
TC-hsa-KDM2A_0066	+	chr11	67245252	148
TC-hsa-PPP6R3_0017	+	chr11	68519550	50
TC-hsa-PPP6R3_0023	+	chr11	68519550	50
TC-hsa-PPP6R3_0032	+	chr11	68519550	50
TC-hsa-PPP6R3_0035	+	chr11	68519550	50
TC-hsa-PPP6R3_0037	+	chr11	68519550	50
TC-hsa-PPP6R3_0038	+	chr11	68519550	50
TC-hsa-PPP6R3_0040	+	chr11	68519550	50
TC-hsa-SERPINH1_0001	+	chr11	75566350	35
TC-hsa-AAMDC_0003	+	chr11	77842497	19
TC-hsa-RELT_0001	+	chr11	73389137	26
TC-hsa-AAMDC_0005	+	chr11	77842497	19
TC-hsa-CTTN_0001	+	chr11	70405281	17
TC-hsa-CTTN_0003	+	chr11	70405281	17
TC-hsa-CTTN_0006	+	chr11	70405281	17
TC-hsa-CTTN_0008	+	chr11	70405281	17
TC-hsa-CTTN_0010	+	chr11	70405281	17
TC-hsa-CTTN_0012	+	chr11	70405281	17
TC-hsa-CTTN_0013	+	chr11	70405281	17
TC-hsa-DHCR7_0003	-	chr11	71447702	33
TC-hsa-DHCR7_0005	-	chr11	71447702	66
TC-hsa-NUMA1_0023	-	chr11	72035943	103
TC-hsa-NUMA1_0023	-	chr11	72069885	27
TC-hsa-NUMA1_0025	-	chr11	72035943	103
TC-hsa-NUMA1_0025	-	chr11	72069885	27
TC-hsa-RAB6A_0048	-	chr11	73760802	210
TC-hsa-RAB6A_0048	-	chr11	73761002	10
TC-hsa-AAMDC_0001	+	chr11	77842497	19
TC-hsa-AAMDC_0002	+	chr11	77842497	19
TC-hsa-FAM168A_0012	-	chr11	73468474	19
TC-hsa-FAM168A_0013	-	chr11	73468474	19
TC-hsa-FAM168A_0014	-	chr11	73468474	19
TC-hsa-FAM168A_0015	-	chr11	73468474	19
TC-hsa-RAB6A_0047	-	chr11	73760802	156
TC-hsa-AAMDC_0004	+	chr11	77842497	19
TC-hsa-NUMA1_0024	-	chr11	72035943	103
TC-hsa-NUMA1_0024	-	chr11	72069885	27
TC-hsa-PICALM_0111	-	chr11	86068960	110
TC-hsa-PICALM_0111	-	chr11	86068981	89
TC-hsa-PICALM_0171	-	chr11	86068960	37
TC-hsa-PICALM_0171	-	chr11	86068981	16
TC-hsa-MRE11A_0044	-	chr11	94492833	74
TC-hsa-MRE11A_0044	-	chr11	94492896	11
TC-hsa-MRE11A_0048	-	chr11	94492833	74
TC-hsa-MRE11A_0048	-	chr11	94492896	11
TC-hsa-MRE11A_0052	-	chr11	94492833	65
TC-hsa-MRE11A_0052	-	chr11	94492896	2
TC-hsa-MRE11A_0053	-	chr11	94492833	74
TC-hsa-MRE11A_0053	-	chr11	94492896	11
TC-hsa-MRE11A_0056	-	chr11	94492833	74
TC-hsa-MRE11A_0056	-	chr11	94492896	11
TC-hsa-PTS_0002	+	chr11	112226444	38
TC-hsa-CEP57_0001	+	chr11	95790699	49
TC-hsa-AMOTL1_0001	+	chr11	94768425	84
TC-hsa-AMOTL1_0001	+	chr11	94768501	160
TC-hsa-AMOTL1_0002	+	chr11	94768425	84
TC-hsa-AMOTL1_0002	+	chr11	94768501	160
TC-hsa-PTS_0001	+	chr11	112226444	57
TC-hsa-STT3A_0006	+	chr11	125595916	36
TC-hsa-APLP2_0013	+	chr11	130121635	433
TC-hsa-CCDC77_0005	+	chr12	411805	113
TC-hsa-CCDC77_0007	+	chr12	411805	113
TC-hsa-CCDC77_0009	+	chr12	411805	113
TC-hsa-CCDC77_0011	+	chr12	411805	113
TC-hsa-CCDC77_0013	+	chr12	411805	59
TC-hsa-CCDC77_0014	+	chr12	411805	59
TC-hsa-CCDC77_0015	+	chr12	411805	59
TC-hsa-CCDC77_0016	+	chr12	411805	59
TC-hsa-CCDC77_0017	+	chr12	411805	59
TC-hsa-CCDC77_0018	+	chr12	411805	59
TC-hsa-CCDC77_0019	+	chr12	411805	59
TC-hsa-CCDC77_0020	+	chr12	411805	59
TC-hsa-CCDC77_0022	+	chr12	411805	59
TC-hsa-PAFAH1B2_0003	+	chr11	117159974	129
TC-hsa-PAFAH1B2_0004	+	chr11	117159974	129
TC-hsa-PAFAH1B2_0005	+	chr11	117159974	129
TC-hsa-PAFAH1B2_0006	+	chr11	117159974	129
TC-hsa-DDX6_0045	-	chr11	118786251	268
TC-hsa-DDX6_0045	-	chr11	118786384	135
TC-hsa-DDX6_0045	-	chr11	118786427	92
TC-hsa-DDX6_0045	-	chr11	118786496	23
TC-hsa-DDX6_0054	-	chr11	118786251	187
TC-hsa-DDX6_0054	-	chr11	118786384	54
TC-hsa-DDX6_0054	-	chr11	118786427	11
TC-hsa-PAFAH1B2_0007	+	chr11	117159974	129
TC-hsa-PAFAH1B2_0008	+	chr11	117159974	123
TC-hsa-PAFAH1B2_0009	+	chr11	117159974	109
TC-hsa-PAFAH1B2_0010	+	chr11	117159974	41
TC-hsa-NFRKB_0004	-	chr11	129892849	22
TC-hsa-NFRKB_0005	-	chr11	129892849	22
TC-hsa-NFRKB_0007	-	chr11	129892849	22
TC-hsa-NFRKB_0009	-	chr11	129892849	102
TC-hsa-PRMT8_0003	+	chr12	3568777	478
TC-hsa-PRMT8_0006	+	chr12	3568777	478
TC-hsa-DDX6_0033	-	chr11	118786251	268
TC-hsa-DDX6_0033	-	chr11	118786384	135
TC-hsa-DDX6_0033	-	chr11	118786427	92
TC-hsa-DDX6_0033	-	chr11	118786496	23
TC-hsa-CCDC77_0001	+	chr12	411805	113
TC-hsa-CCDC77_0004	+	chr12	411805	113
TC-hsa-DDX6_0055	-	chr11	118786251	268
TC-hsa-DDX6_0055	-	chr11	118786384	135
TC-hsa-DDX6_0055	-	chr11	118786427	92
TC-hsa-DDX6_0055	-	chr11	118786496	23
TC-hsa-ERC1_0001	+	chr12	1027903	156
TC-hsa-TMEM218_0001	-	chr11	125102767	43
TC-hsa-TMEM218_0002	-	chr11	125102767	43
TC-hsa-DDX6_0040	-	chr11	118786251	59
TC-hsa-CCDC77_0006	+	chr12	411805	113
TC-hsa-CCDC77_0008	+	chr12	411805	113
TC-hsa-CCDC77_0010	+	chr12	411805	113
TC-hsa-CCDC77_0012	+	chr12	411805	59
TC-hsa-CCDC77_0021	+	chr12	411805	59
TC-hsa-CCND2_0001	+	chr12	4273989	191
TC-hsa-CCND2_0002	+	chr12	4273989	49
TC-hsa-ERC1_0009	+	chr12	1027903	156
TC-hsa-ERC1_0011	+	chr12	1027903	156
TC-hsa-ERC1_0015	+	chr12	1027903	156
TC-hsa-ERC1_0016	+	chr12	1027903	156
TC-hsa-ERC1_0017	+	chr12	1027903	156
TC-hsa-ERC1_0018	+	chr12	1027903	156
TC-hsa-ZNF202_0002	-	chr11	123740498	39
TC-hsa-RHNO1_0001	+	chr12	2885333	51
TC-hsa-PAFAH1B2_0011	+	chr11	117159974	41
TC-hsa-PAFAH1B2_0012	+	chr11	117159974	41
TC-hsa-ERC1_0019	+	chr12	1027903	156
TC-hsa-ERC1_0020	+	chr12	1027903	144
TC-hsa-ERC1_0021	+	chr12	1027903	62
TC-hsa-FEZ1_0022	-	chr11	125489777	46
TC-hsa-FEZ1_0023	-	chr11	125489777	46
TC-hsa-EI24_0001	+	chr11	125572468	11
TC-hsa-EI24_0002	+	chr11	125572468	11
TC-hsa-EI24_0003	+	chr11	125572468	11
TC-hsa-EI24_0004	+	chr11	125572468	11
TC-hsa-EI24_0005	+	chr11	125572468	11
TC-hsa-EI24_0006	+	chr11	125572468	11
TC-hsa-TSPAN9_0001	+	chr12	3201194	18
TC-hsa-TSPAN9_0002	+	chr12	3201194	18
TC-hsa-TSPAN9_0003	+	chr12	3201194	18
TC-hsa-PRMT8_0007	+	chr12	3568777	136
TC-hsa-PRMT8_0008	+	chr12	3568777	72
TC-hsa-PRMT8_0009	+	chr12	3568777	72
TC-hsa-PRMT8_0010	+	chr12	3568777	72
TC-hsa-PRMT8_0011	+	chr12	3568777	72
TC-hsa-DDX6_0044	-	chr11	118786251	2
TC-hsa-DDX6_0050	-	chr11	118786251	268
TC-hsa-DDX6_0050	-	chr11	118786384	135
TC-hsa-DDX6_0050	-	chr11	118786427	92
TC-hsa-DDX6_0050	-	chr11	118786496	23
TC-hsa-DYRK4_0005	+	chr12	4604991	880
TC-hsa-STT3A_0004	+	chr11	125595916	36
TC-hsa-STT3A_0005	+	chr11	125595916	36
TC-hsa-ERC1_0002	+	chr12	1027903	156
TC-hsa-ERC1_0003	+	chr12	1027903	156
TC-hsa-ERC1_0004	+	chr12	1027903	156
TC-hsa-ERC1_0005	+	chr12	1027903	156
TC-hsa-ERC1_0006	+	chr12	1027903	156
TC-hsa-ERC1_0007	+	chr12	1027903	156
TC-hsa-ERC1_0008	+	chr12	1027903	156
TC-hsa-ERC1_0010	+	chr12	1027903	156
TC-hsa-ERC1_0012	+	chr12	1027903	156
TC-hsa-ERC1_0013	+	chr12	1027903	156
TC-hsa-ERC1_0014	+	chr12	1027903	156
TC-hsa-HSPA8_0011	-	chr11	123061204	202
TC-hsa-HSPA8_0012	-	chr11	123061204	126
TC-hsa-APLP2_0006	+	chr11	130121635	433
TC-hsa-APLP2_0007	+	chr11	130121635	433
TC-hsa-APLP2_0008	+	chr11	130121635	433
TC-hsa-APLP2_0009	+	chr11	130121635	433
TC-hsa-FEZ1_0014	-	chr11	125489777	46
TC-hsa-FEZ1_0016	-	chr11	125489777	46
TC-hsa-STT3A_0001	+	chr11	125595916	36
TC-hsa-STT3A_0002	+	chr11	125595916	36
TC-hsa-STT3A_0003	+	chr11	125595916	36
TC-hsa-APLP2_0010	+	chr11	130121635	433
TC-hsa-APLP2_0011	+	chr11	130121635	433
TC-hsa-APLP2_0012	+	chr11	130121635	433
TC-hsa-APLP2_0014	+	chr11	130121635	433
TC-hsa-APLP2_0017	+	chr11	130121635	135
TC-hsa-APLP2_0018	+	chr11	130121635	135
TC-hsa-APLP2_0019	+	chr11	130121635	135
TC-hsa-APLP2_0020	+	chr11	130121635	64
TC-hsa-APLP2_0021	+	chr11	130121635	64
TC-hsa-DDX6_0041	-	chr11	118786251	268
TC-hsa-DDX6_0041	-	chr11	118786384	135
TC-hsa-DDX6_0041	-	chr11	118786427	92
TC-hsa-DDX6_0041	-	chr11	118786496	23
TC-hsa-DDX6_0052	-	chr11	118786251	268
TC-hsa-DDX6_0052	-	chr11	118786384	135
TC-hsa-DDX6_0052	-	chr11	118786427	92
TC-hsa-DDX6_0052	-	chr11	118786496	23
TC-hsa-DDX6_0056	-	chr11	118786251	268
TC-hsa-DDX6_0056	-	chr11	118786384	135
TC-hsa-DDX6_0056	-	chr11	118786427	92
TC-hsa-DDX6_0056	-	chr11	118786496	23
TC-hsa-GAPDH_0001	+	chr12	6536699	168
TC-hsa-FKBP4_0001	+	chr12	2797803	220
TC-hsa-FKBP4_0002	+	chr12	2797803	75
TC-hsa-FKBP4_0003	+	chr12	2797803	70
TC-hsa-FKBP4_0004	+	chr12	2797803	70
TC-hsa-CD9_0001	+	chr12	6200500	73
TC-hsa-TNFRSF1A_0008	-	chr12	6341955	55
TC-hsa-TNFRSF1A_0008	-	chr12	6342000	10
TC-hsa-NCAPD2_0001	+	chr12	6495099	24
TC-hsa-GAPDH_0002	+	chr12	6536699	116
TC-hsa-FOXM1_0008	-	chr12	2874504	22
TC-hsa-ENO2_0002	+	chr12	6917991	256
TC-hsa-RIMKLB_0011	+	chr12	8713867	57
TC-hsa-RIMKLB_0013	+	chr12	8713867	57
TC-hsa-RIMKLB_0014	+	chr12	8713867	57
TC-hsa-RIMKLB_0015	+	chr12	8713867	53
TC-hsa-RIMKLB_0017	+	chr12	8713867	53
TC-hsa-RIMKLB_0003	+	chr12	8713867	57
TC-hsa-RIMKLB_0006	+	chr12	8713867	57
TC-hsa-RIMKLB_0007	+	chr12	8713867	57
TC-hsa-RIMKLB_0008	+	chr12	8713867	57
TC-hsa-RIMKLB_0009	+	chr12	8713867	57
TC-hsa-RIMKLB_0010	+	chr12	8713867	57
TC-hsa-RIMKLB_0012	+	chr12	8713867	57
TC-hsa-RIMKLB_0016	+	chr12	8713867	53
TC-hsa-PHC1_0001	+	chr12	8917678	49
TC-hsa-RIMKLB_0001	+	chr12	8713867	57
TC-hsa-RIMKLB_0002	+	chr12	8713867	57
TC-hsa-RIMKLB_0004	+	chr12	8713867	57
TC-hsa-ENO2_0001	+	chr12	6915833	13
